key,gmods,col,stat,mpkey,code,section,crn,title,yc_attrs,ci_attrs,description,hours,regnotes,rp_attr,instructordetail_html,meeting_html,final_exam,resources,last_updated,srcdb
3574,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2025,SPAN 130,01,11967,Intermediate Spanish I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Development of language proficiency in listening, speaking, reading, and writing through communicative activities rather than a sequence of linguistic units. Authentic Spanish language texts, films, and videos serve as the basis for the functional study of grammar and the acquisition of a broader vocabulary. Cultural topics are presented throughout the term.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a>.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Terry Seymour</div>","<div class=""meet"">MTWThF 9:25am-10:15am<span class=""meet-room-201803""> in WLH 210</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3575,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2025,SPAN 130,02,11968,Intermediate Spanish I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Development of language proficiency in listening, speaking, reading, and writing through communicative activities rather than a sequence of linguistic units. Authentic Spanish language texts, films, and videos serve as the basis for the functional study of grammar and the acquisition of a broader vocabulary. Cultural topics are presented throughout the term.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a>.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Deborah Symons</div>","<div class=""meet"">MTWThF 9:25am-10:15am<span class=""meet-room-201803""> in WTS A42</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3576,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2025,SPAN 130,03,11969,Intermediate Spanish I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Development of language proficiency in listening, speaking, reading, and writing through communicative activities rather than a sequence of linguistic units. Authentic Spanish language texts, films, and videos serve as the basis for the functional study of grammar and the acquisition of a broader vocabulary. Cultural topics are presented throughout the term.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a>.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Jose Sabin Lestayo</div>","<div class=""meet"">MTWThF 9:25am-10:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3577,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2025,SPAN 130,04,11970,Intermediate Spanish I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Development of language proficiency in listening, speaking, reading, and writing through communicative activities rather than a sequence of linguistic units. Authentic Spanish language texts, films, and videos serve as the basis for the functional study of grammar and the acquisition of a broader vocabulary. Cultural topics are presented throughout the term.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a>.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Virginia Santos</div>","<div class=""meet"">MTWThF 9:25am-10:15am<span class=""meet-room-201803""> in WLH 209</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3578,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2025,SPAN 130,05,11971,Intermediate Spanish I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Development of language proficiency in listening, speaking, reading, and writing through communicative activities rather than a sequence of linguistic units. Authentic Spanish language texts, films, and videos serve as the basis for the functional study of grammar and the acquisition of a broader vocabulary. Cultural topics are presented throughout the term.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a>.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,,"<div class=""meet"">MTWThF 9:25am-10:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3579,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2024,SPAN 130,06,11972,Intermediate Spanish I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Development of language proficiency in listening, speaking, reading, and writing through communicative activities rather than a sequence of linguistic units. Authentic Spanish language texts, films, and videos serve as the basis for the functional study of grammar and the acquisition of a broader vocabulary. Cultural topics are presented throughout the term.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a>.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Deborah Symons</div>","<div class=""meet"">MTWThF 10:30am-11:20am<span class=""meet-room-201803""> in WTS A42</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3580,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2024,SPAN 130,07,11973,Intermediate Spanish I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Development of language proficiency in listening, speaking, reading, and writing through communicative activities rather than a sequence of linguistic units. Authentic Spanish language texts, films, and videos serve as the basis for the functional study of grammar and the acquisition of a broader vocabulary. Cultural topics are presented throughout the term.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a>.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Maria Pilar Asensio-Manrique</div>","<div class=""meet"">MTWThF 10:30am-11:20am<span class=""meet-room-201803""> in WTS A46</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3581,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2024,SPAN 130,08,11974,Intermediate Spanish I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Development of language proficiency in listening, speaking, reading, and writing through communicative activities rather than a sequence of linguistic units. Authentic Spanish language texts, films, and videos serve as the basis for the functional study of grammar and the acquisition of a broader vocabulary. Cultural topics are presented throughout the term.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a>.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Lissette Reymundi</div>","<div class=""meet"">MTWThF 10:30am-11:20am<span class=""meet-room-201803""> in WTS B51</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3582,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2024,SPAN 130,09,11975,Intermediate Spanish I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Development of language proficiency in listening, speaking, reading, and writing through communicative activities rather than a sequence of linguistic units. Authentic Spanish language texts, films, and videos serve as the basis for the functional study of grammar and the acquisition of a broader vocabulary. Cultural topics are presented throughout the term.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a>.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Jose Sabin Lestayo</div>","<div class=""meet"">MTWThF 10:30am-11:20am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3583,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2024,SPAN 130,10,11976,Intermediate Spanish I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Development of language proficiency in listening, speaking, reading, and writing through communicative activities rather than a sequence of linguistic units. Authentic Spanish language texts, films, and videos serve as the basis for the functional study of grammar and the acquisition of a broader vocabulary. Cultural topics are presented throughout the term.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a>.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Virginia Santos</div>","<div class=""meet"">MTWThF 10:30am-11:20am<span class=""meet-room-201803""> in WLH 209</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3584,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2023,SPAN 130,11,11977,Intermediate Spanish I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Development of language proficiency in listening, speaking, reading, and writing through communicative activities rather than a sequence of linguistic units. Authentic Spanish language texts, films, and videos serve as the basis for the functional study of grammar and the acquisition of a broader vocabulary. Cultural topics are presented throughout the term.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a>.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Lissette Reymundi</div>","<div class=""meet"">MTWThF 11:35am-12:25pm<span class=""meet-room-201803""> in WTS B51</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3585,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2023,SPAN 130,12,11978,Intermediate Spanish I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Development of language proficiency in listening, speaking, reading, and writing through communicative activities rather than a sequence of linguistic units. Authentic Spanish language texts, films, and videos serve as the basis for the functional study of grammar and the acquisition of a broader vocabulary. Cultural topics are presented throughout the term.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a>.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Maria Lourdes Sabé</div>","<div class=""meet"">MTWThF 11:35am-12:25pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3586,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2023,SPAN 130,13,11979,Intermediate Spanish I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Development of language proficiency in listening, speaking, reading, and writing through communicative activities rather than a sequence of linguistic units. Authentic Spanish language texts, films, and videos serve as the basis for the functional study of grammar and the acquisition of a broader vocabulary. Cultural topics are presented throughout the term.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a>.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Maria Pilar Asensio-Manrique</div>","<div class=""meet"">MTWThF 11:35am-12:25pm<span class=""meet-room-201803""> in WTS A46</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3587,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2023,SPAN 130,14,11980,Intermediate Spanish I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Development of language proficiency in listening, speaking, reading, and writing through communicative activities rather than a sequence of linguistic units. Authentic Spanish language texts, films, and videos serve as the basis for the functional study of grammar and the acquisition of a broader vocabulary. Cultural topics are presented throughout the term.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a>.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Sebastián Díaz</div>","<div class=""meet"">MTWThF 11:35am-12:25pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3588,"Y,1,A,Q,F,C,2,3,7,4,G,K,L,8,Z,5,M,6,9,X,U",YC,A,2028,SPAN 132,01,11981,Spanish for Heritage Speakers I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>A language course designed for students who have been exposed to Spanish—either at home or by living in a Spanish-speaking country—but who have little or no formal training in the language. Practice in all four communicative skills (comprehension, speaking, reading, writing), with special attention to basic grammar concepts, vocabulary building, and issues particular to heritage speakers.</p>
<p class=""prerequisites"">Admission in accordance with placement results.</p>",1,,,"<div class=""instructor-detail"">Sybil Alexandrov</div>","<div class=""meet"">MWF 11:35am-12:25pm<span class=""meet-room-201803""> in WALL81 101</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3589,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2025,SPAN 140,01,11982,Intermediate Spanish II,This course can be applied towards the <i>Langauge (4)</i> Yale College distributional requirement.,,"<p>Continuation of <a href=""/search/?p=SPAN%20130"" data-action=""result-detail"" data-group=""code:SPAN 130"" >SPAN 130</a>. Development of increased proficiency in the four language skills. Greater precision in grammar usage, vocabulary enrichment, and expanded cultural awareness are achieved through communicative activities based on authentic Spanish-language texts, including a short novel.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to L5 courses.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Maria Baffi</div>","<div class=""meet"">MTWThF 9:25am-10:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3590,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2025,SPAN 140,02,11983,Intermediate Spanish II,This course can be applied towards the <i>Langauge (4)</i> Yale College distributional requirement.,,"<p>Continuation of <a href=""/search/?p=SPAN%20130"" data-action=""result-detail"" data-group=""code:SPAN 130"" >SPAN 130</a>. Development of increased proficiency in the four language skills. Greater precision in grammar usage, vocabulary enrichment, and expanded cultural awareness are achieved through communicative activities based on authentic Spanish-language texts, including a short novel.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to L5 courses.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Ame Cividanes</div>","<div class=""meet"">MTWThF 9:25am-10:15am<span class=""meet-room-201803""> in WTS A38</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3591,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2024,SPAN 140,03,11984,Intermediate Spanish II,This course can be applied towards the <i>Langauge (4)</i> Yale College distributional requirement.,,"<p>Continuation of <a href=""/search/?p=SPAN%20130"" data-action=""result-detail"" data-group=""code:SPAN 130"" >SPAN 130</a>. Development of increased proficiency in the four language skills. Greater precision in grammar usage, vocabulary enrichment, and expanded cultural awareness are achieved through communicative activities based on authentic Spanish-language texts, including a short novel.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to L5 courses.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Rosamaría León</div>","<div class=""meet"">MTWThF 10:30am-11:20am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3592,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2024,SPAN 140,04,11985,Intermediate Spanish II,This course can be applied towards the <i>Langauge (4)</i> Yale College distributional requirement.,,"<p>Continuation of <a href=""/search/?p=SPAN%20130"" data-action=""result-detail"" data-group=""code:SPAN 130"" >SPAN 130</a>. Development of increased proficiency in the four language skills. Greater precision in grammar usage, vocabulary enrichment, and expanded cultural awareness are achieved through communicative activities based on authentic Spanish-language texts, including a short novel.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to L5 courses.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Ame Cividanes</div>","<div class=""meet"">MTWThF 10:30am-11:20am<span class=""meet-room-201803""> in WTS A38</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3593,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2024,SPAN 140,05,11986,Intermediate Spanish II,This course can be applied towards the <i>Langauge (4)</i> Yale College distributional requirement.,,"<p>Continuation of <a href=""/search/?p=SPAN%20130"" data-action=""result-detail"" data-group=""code:SPAN 130"" >SPAN 130</a>. Development of increased proficiency in the four language skills. Greater precision in grammar usage, vocabulary enrichment, and expanded cultural awareness are achieved through communicative activities based on authentic Spanish-language texts, including a short novel.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to L5 courses.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Mercedes Carreras</div>","<div class=""meet"">MTWThF 10:30am-11:20am<span class=""meet-room-201803""> in WLH 011</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3594,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2024,SPAN 140,06,11987,Intermediate Spanish II,This course can be applied towards the <i>Langauge (4)</i> Yale College distributional requirement.,,"<p>Continuation of <a href=""/search/?p=SPAN%20130"" data-action=""result-detail"" data-group=""code:SPAN 130"" >SPAN 130</a>. Development of increased proficiency in the four language skills. Greater precision in grammar usage, vocabulary enrichment, and expanded cultural awareness are achieved through communicative activities based on authentic Spanish-language texts, including a short novel.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to L5 courses.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Maria Baffi</div>","<div class=""meet"">MTWThF 10:30am-11:20am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3595,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2023,SPAN 140,07,11988,Intermediate Spanish II,This course can be applied towards the <i>Langauge (4)</i> Yale College distributional requirement.,,"<p>Continuation of <a href=""/search/?p=SPAN%20130"" data-action=""result-detail"" data-group=""code:SPAN 130"" >SPAN 130</a>. Development of increased proficiency in the four language skills. Greater precision in grammar usage, vocabulary enrichment, and expanded cultural awareness are achieved through communicative activities based on authentic Spanish-language texts, including a short novel.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to L5 courses.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Rosamaría León</div>","<div class=""meet"">MTWThF 11:35am-12:25pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3596,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2023,SPAN 140,08,11989,Intermediate Spanish II,This course can be applied towards the <i>Langauge (4)</i> Yale College distributional requirement.,,"<p>Continuation of <a href=""/search/?p=SPAN%20130"" data-action=""result-detail"" data-group=""code:SPAN 130"" >SPAN 130</a>. Development of increased proficiency in the four language skills. Greater precision in grammar usage, vocabulary enrichment, and expanded cultural awareness are achieved through communicative activities based on authentic Spanish-language texts, including a short novel.</p>
<p class=""prerequisites"">Conducted in Spanish. Admits to L5 courses.</p>",1.5,"Enrollment for this course is managed through <a href=""http://yalecollege.yale.edu/preference-selection#courses"" target=""_blank""> Preference Selection </a>",This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Luis Bautista Boned</div>","<div class=""meet"">MTWThF 11:35am-12:25pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3597,"Y,1,A,Q,F,C,2,3,7,4,G,K,W,L,8,Z,5,H,M,6,9,X,I,U",YC,A,2026,SPAN 150,01,11990,Advanced Oral and Written Communication in Spanish,This course can be applied towards the <i>Language (5)</i> Yale College distributional requirement.,,"<p>Instruction in refining reading, writing, aural, and oral skills. Students reach proficiency at the advanced high level (according to ACTFL guidelines) in the four language skills of listening, speaking, reading, and writing. Conducted in Spanish. Open to heritage speakers placed at the L5 level. Can count toward the major at the discretion of the DUS.</p>
<p class=""prerequisites"">Prerequisite: <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a> or <a href=""/search/?p=SPAN%20145"" data-action=""result-detail"" data-group=""code:SPAN 145""  class=""notoffered"">145</a>, or in accordance with placement results. </p>",1,,This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Sonia Valle</div>","<div class=""meet"">MWF 9:25am-10:15am<span class=""meet-room-201803""> in WTS A35</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3598,"Y,1,A,Q,F,C,2,3,7,4,G,K,W,L,8,Z,5,H,M,6,9,X,I,U",YC,A,2028,SPAN 150,02,11991,Advanced Oral and Written Communication in Spanish,This course can be applied towards the <i>Language (5)</i> Yale College distributional requirement.,,"<p>Instruction in refining reading, writing, aural, and oral skills. Students reach proficiency at the advanced high level (according to ACTFL guidelines) in the four language skills of listening, speaking, reading, and writing. Conducted in Spanish. Open to heritage speakers placed at the L5 level. Can count toward the major at the discretion of the DUS.</p>
<p class=""prerequisites"">Prerequisite: <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a> or <a href=""/search/?p=SPAN%20145"" data-action=""result-detail"" data-group=""code:SPAN 145""  class=""notoffered"">145</a>, or in accordance with placement results. </p>",1,,This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Maria Vazquez</div>","<div class=""meet"">MWF 11:35am-12:25pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3599,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,M,6,9,D,X,U",YC,A,2038,SPAN 222,01,11992,Legal Spanish,This course can be applied towards the <i>Language (5)</i> Yale College distributional requirement.,,"<p>An introduction to Spanish and Latin American legal culture with a focus on the specific traits of legal language and on the development of advanced language competence. Issues such as human rights, the death penalty, the jury, contracts, statutory instruments, and rulings by the constitutional courts are explored through law journal articles, newspapers, the media, and mock trials.</p>
<p class=""prerequisites"">Enrollment limited to 18. A maximum of one course in the 200-230 range may count as an elective toward the Spanish major.</p>",1,,,"<div class=""instructor-detail"">Mercedes Carreras</div>","<div class=""meet"">MW 9am-10:15am<span class=""meet-room-201803""> in WLH 011</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3600,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,M,6,9,D,X,U",YC,A,2033,SPAN 222,02,11994,Legal Spanish,This course can be applied towards the <i>Language (5)</i> Yale College distributional requirement.,,"<p>An introduction to Spanish and Latin American legal culture with a focus on the specific traits of legal language and on the development of advanced language competence. Issues such as human rights, the death penalty, the jury, contracts, statutory instruments, and rulings by the constitutional courts are explored through law journal articles, newspapers, the media, and mock trials.</p>
<p class=""prerequisites"">Enrollment limited to 18. A maximum of one course in the 200-230 range may count as an elective toward the Spanish major.</p>",1,,,"<div class=""instructor-detail"">Mercedes Carreras</div>","<div class=""meet"">TTh 9am-10:15am<span class=""meet-room-201803""> in WLH 011</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
